id_measurement,id_rp,id_sensor,temperature,measured_date,humidity,save_date
7906,1,1,22,2021-05-05 02:55:52.531152+02,42,2021-05-05 11:13:26.138715
7907,1,1,22,2021-05-05 03:00:52.630866+02,42,2021-05-05 11:13:27.249638
7908,1,1,22,2021-05-05 03:05:52.73116+02,42,2021-05-05 11:13:28.316183
7909,1,1,22,2021-05-05 03:10:52.831615+02,43,2021-05-05 11:13:29.333832
7910,1,1,22,2021-05-05 03:15:52.932183+02,43,2021-05-05 11:13:30.433077
7911,1,1,22,2021-05-05 03:20:53.040234+02,43,2021-05-05 11:13:31.4824
7912,1,1,22,2021-05-05 03:25:53.033013+02,43,2021-05-05 11:13:32.532406
7913,1,1,22,2021-05-05 03:30:53.132837+02,43,2021-05-05 11:13:33.600477
7914,1,1,22,2021-05-05 03:35:53.152992+02,44,2021-05-05 11:13:34.69991
7915,1,1,22,2021-05-05 03:40:53.163188+02,44,2021-05-05 11:13:35.68322
7916,1,1,21,2021-05-05 03:45:53.263071+02,44,2021-05-05 11:13:36.699984
7917,1,1,21,2021-05-05 03:50:53.362502+02,44,2021-05-05 11:13:37.682799
7918,1,1,21,2021-05-05 03:55:53.462716+02,44,2021-05-05 11:13:38.71638
7919,1,1,21,2021-05-05 04:00:53.562809+02,44,2021-05-05 11:13:39.71577
7920,1,1,21,2021-05-05 04:05:53.662918+02,45,2021-05-05 11:13:40.699811
7921,1,1,21,2021-05-05 04:10:53.762901+02,45,2021-05-05 11:13:41.733041
7922,1,1,21,2021-05-05 04:15:53.863163+02,45,2021-05-05 11:13:42.733453
7923,1,1,21,2021-05-05 04:20:53.963126+02,45,2021-05-05 11:13:43.732312
7924,1,1,21,2021-05-05 04:25:53.979233+02,45,2021-05-05 11:13:44.732716
7925,1,1,21,2021-05-05 04:30:54.079322+02,45,2021-05-05 11:13:45.731978
7926,1,1,21,2021-05-05 04:35:54.179492+02,45,2021-05-05 11:13:46.749658
7927,1,1,21,2021-05-05 04:40:54.279601+02,45,2021-05-05 11:13:47.799678
7928,1,1,21,2021-05-05 04:45:54.282585+02,46,2021-05-05 11:13:48.816967
7929,1,1,21,2021-05-05 04:50:54.382767+02,46,2021-05-05 11:13:49.799681
7930,1,1,21,2021-05-05 04:55:54.482933+02,46,2021-05-05 11:13:50.882843
7931,1,1,21,2021-05-05 05:00:54.582954+02,46,2021-05-05 11:13:52.216012
7932,1,1,21,2021-05-05 05:05:54.683071+02,46,2021-05-05 11:13:53.632867
7933,1,1,21,2021-05-05 05:10:54.78045+02,46,2021-05-05 11:13:55.384779
7934,1,1,21,2021-05-05 05:15:54.874193+02,46,2021-05-05 11:13:56.384627
7935,1,1,21,2021-05-05 05:20:54.882723+02,46,2021-05-05 11:13:57.383109
7936,1,1,21,2021-05-05 05:25:54.98295+02,46,2021-05-05 11:13:58.399755
7937,1,1,21,2021-05-05 05:30:55.006433+02,46,2021-05-05 11:13:59.416181
7938,1,1,21,2021-05-05 05:35:55.106599+02,46,2021-05-05 11:14:00.449762
7939,1,1,21,2021-05-05 05:40:55.206756+02,47,2021-05-05 11:14:01.482593
7940,1,1,21,2021-05-05 05:45:55.306832+02,47,2021-05-05 11:14:02.515627
7941,1,1,21,2021-05-05 05:50:55.407021+02,47,2021-05-05 11:14:03.55009
7942,1,1,21,2021-05-05 05:55:55.507293+02,47,2021-05-05 11:14:04.632933
7943,1,1,21,2021-05-05 06:00:55.532645+02,47,2021-05-05 11:14:05.632881
7944,1,1,21,2021-05-05 06:05:55.632816+02,47,2021-05-05 11:14:06.632448
7945,1,1,21,2021-05-05 06:10:55.741396+02,47,2021-05-05 11:14:07.699804
7946,1,1,21,2021-05-05 06:15:55.84146+02,47,2021-05-05 11:14:08.716146
7947,1,1,21,2021-05-05 06:20:55.933105+02,47,2021-05-05 11:14:09.738072
7948,1,1,21,2021-05-05 06:25:56.032699+02,47,2021-05-05 11:14:10.765674
7949,1,1,21,2021-05-05 06:30:56.132778+02,48,2021-05-05 11:14:11.782711
7950,1,1,21,2021-05-05 06:35:56.232999+02,48,2021-05-05 11:14:12.883254
7951,1,1,20,2021-05-05 06:40:56.33307+02,49,2021-05-05 11:14:13.88256
7952,1,1,20,2021-05-05 06:45:56.441358+02,49,2021-05-05 11:14:14.898597
7953,1,1,20,2021-05-05 06:50:56.551333+02,49,2021-05-05 11:14:15.90021
7954,1,1,20,2021-05-05 06:55:56.644076+02,49,2021-05-05 11:14:16.932873
7955,1,1,20,2021-05-05 07:00:56.671606+02,49,2021-05-05 11:14:17.965635
7956,1,1,20,2021-05-05 07:05:56.771347+02,49,2021-05-05 11:14:18.966247
7957,1,1,20,2021-05-05 07:10:56.871521+02,49,2021-05-05 11:14:19.965815
7958,1,1,20,2021-05-05 07:15:56.97131+02,50,2021-05-05 11:14:21.049849
7959,1,1,20,2021-05-05 07:20:56.972517+02,50,2021-05-05 11:14:22.065918
7960,1,1,20,2021-05-05 07:25:57.072712+02,50,2021-05-05 11:14:23.084962
7961,1,1,20,2021-05-05 07:30:57.171952+02,50,2021-05-05 11:14:24.06696
7962,1,1,20,2021-05-05 07:35:57.27291+02,50,2021-05-05 11:14:25.048546
7963,1,1,20,2021-05-05 07:40:57.315792+02,50,2021-05-05 11:14:26.049817
7964,1,1,20,2021-05-05 07:45:57.416053+02,50,2021-05-05 11:14:27.118934
7965,1,1,20,2021-05-05 07:50:57.516075+02,50,2021-05-05 11:14:28.116355
7966,1,1,20,2021-05-05 07:55:57.616311+02,50,2021-05-05 11:14:29.215935
7967,1,1,20,2021-05-05 08:00:57.731312+02,50,2021-05-05 11:14:30.249197
7968,1,1,20,2021-05-05 08:05:57.727372+02,50,2021-05-05 11:14:31.237511
7969,1,1,20,2021-05-05 08:10:57.826561+02,50,2021-05-05 11:14:32.216334
7970,1,1,20,2021-05-05 08:15:57.941319+02,50,2021-05-05 11:14:33.216188
7971,1,1,20,2021-05-05 08:20:57.981474+02,50,2021-05-05 11:14:34.215544
7972,1,1,20,2021-05-05 08:25:58.081371+02,50,2021-05-05 11:14:35.232622
7973,1,1,20,2021-05-05 08:30:58.164368+02,50,2021-05-05 11:14:36.282908
7974,1,1,20,2021-05-05 08:35:58.242662+02,50,2021-05-05 11:14:38.282903
7975,1,1,20,2021-05-05 08:40:58.351445+02,50,2021-05-05 11:14:39.282433
7976,1,1,20,2021-05-05 08:45:58.442771+02,51,2021-05-05 11:14:40.299358
7977,1,1,20,2021-05-05 08:50:58.543011+02,51,2021-05-05 11:14:41.316113
7978,1,1,20,2021-05-05 08:55:58.643165+02,51,2021-05-05 11:14:42.316652
7979,1,1,20,2021-05-05 09:00:58.743196+02,51,2021-05-05 11:14:43.299187
7980,1,1,20,2021-05-05 09:05:58.843432+02,52,2021-05-05 11:14:44.316252
7981,1,1,20,2021-05-05 09:10:58.943499+02,52,2021-05-05 11:14:45.382488
7982,1,1,20,2021-05-05 09:15:59.043553+02,52,2021-05-05 11:14:46.415629
7983,1,1,20,2021-05-05 09:20:59.143696+02,52,2021-05-05 11:14:47.433716
7984,1,1,20,2021-05-05 09:25:59.243901+02,52,2021-05-05 11:14:48.432651
7985,1,1,20,2021-05-05 09:30:59.344055+02,52,2021-05-05 11:14:49.582445
7986,1,1,20,2021-05-05 09:35:59.44417+02,52,2021-05-05 11:14:50.582085
7987,1,1,20,2021-05-05 09:40:59.544268+02,52,2021-05-05 11:14:51.717289
7988,1,1,20,2021-05-05 09:45:59.644448+02,52,2021-05-05 11:14:53.799037
7989,1,1,20,2021-05-05 09:50:59.744537+02,51,2021-05-05 11:14:55.032736
7990,1,1,20,2021-05-05 09:55:59.844693+02,50,2021-05-05 11:14:56.18231
7991,1,1,20,2021-05-05 10:00:59.951384+02,51,2021-05-05 11:14:57.183026
7992,1,1,20,2021-05-05 10:05:59.972013+02,50,2021-05-05 11:14:58.199303
7993,1,1,20,2021-05-05 10:11:00.081315+02,50,2021-05-05 11:14:59.182651
7994,1,1,20,2021-05-05 10:16:00.172031+02,50,2021-05-05 11:15:00.185249
7995,1,1,20,2021-05-05 10:21:00.271598+02,50,2021-05-05 11:15:01.165926
7996,1,1,20,2021-05-05 10:26:00.371988+02,50,2021-05-05 11:15:02.182131
7997,1,1,20,2021-05-05 10:31:00.481083+02,50,2021-05-05 11:15:03.199268
7998,1,1,20,2021-05-05 10:36:00.532616+02,49,2021-05-05 11:15:04.199378
7999,1,1,20,2021-05-05 10:41:00.632881+02,50,2021-05-05 11:15:05.199023
8000,1,1,20,2021-05-05 10:46:00.73275+02,50,2021-05-05 11:15:06.200056
8001,1,1,20,2021-05-05 10:51:00.792321+02,51,2021-05-05 11:15:07.182599
8002,1,1,20,2021-05-05 10:56:00.882802+02,50,2021-05-05 11:15:08.166245
8003,1,1,20,2021-05-05 11:01:00.982642+02,50,2021-05-05 11:15:09.182656
8004,1,1,20,2021-05-05 11:06:01.091854+02,52,2021-05-05 11:15:10.165866
8005,1,1,20,2021-05-05 11:11:01.183203+02,53,2021-05-05 11:15:11.149043
8006,1,1,20,2021-05-05 11:16:01.28349+02,53,2021-05-05 11:15:12.132476
8007,1,1,20,2021-05-05 11:21:01.392455+02,53,2021-05-05 11:15:13.132543
8008,1,1,21,2021-05-05 11:26:01.422628+02,51,2021-05-05 11:15:14.115928
8009,1,1,21,2021-05-05 11:31:01.522336+02,51,2021-05-05 11:15:15.132222
8010,1,1,21,2021-05-05 11:36:01.532586+02,51,2021-05-05 11:15:16.249963
8011,1,1,21,2021-05-05 11:41:01.620447+02,51,2021-05-05 11:15:17.399426
8012,1,1,21,2021-05-05 11:46:01.72195+02,51,2021-05-05 11:15:18.548862
8013,1,1,21,2021-05-05 11:51:01.820675+02,51,2021-05-05 11:15:19.715895
8014,1,1,21,2021-05-05 11:56:01.920769+02,52,2021-05-05 11:15:20.865376
8015,1,1,21,2021-05-05 12:01:02.020804+02,52,2021-05-05 11:15:22.020613
8016,1,1,21,2021-05-05 12:06:02.121113+02,52,2021-05-05 11:15:23.215686
8017,1,1,21,2021-05-05 12:11:02.220784+02,52,2021-05-05 11:15:24.415351
8018,1,1,22,2021-05-05 12:16:02.321219+02,51,2021-05-05 11:15:25.566137
8019,1,1,22,2021-05-05 12:21:02.421464+02,51,2021-05-05 11:15:26.632209
8020,1,1,22,2021-05-05 12:26:02.521246+02,51,2021-05-05 11:15:27.616207
8021,1,1,22,2021-05-05 12:31:02.621753+02,50,2021-05-05 11:15:28.615872
8022,1,1,22,2021-05-05 12:36:02.731357+02,50,2021-05-05 11:15:29.815847
8023,1,1,22,2021-05-05 12:41:02.831292+02,49,2021-05-05 11:15:30.999471
8024,1,1,22,2021-05-05 12:46:02.922093+02,49,2021-05-05 11:15:32.183661
8025,1,1,22,2021-05-05 12:51:03.021888+02,49,2021-05-05 11:15:33.231821
8026,1,1,22,2021-05-05 12:56:03.131065+02,49,2021-05-05 11:15:34.399523
8027,1,1,23,2021-05-05 13:01:03.222628+02,48,2021-05-05 11:15:35.419354
8028,1,1,23,2021-05-05 13:06:03.322737+02,48,2021-05-05 11:15:36.433345
8029,1,1,23,2021-05-05 13:16:03.452511+02,47,2021-05-05 11:16:03.5491
8030,1,1,24,2021-05-05 13:21:03.552726+02,47,2021-05-05 11:21:03.711541
8031,1,1,24,2021-05-05 13:26:03.652121+02,46,2021-05-05 11:26:03.793341
8032,1,1,24,2021-05-05 13:31:03.751375+02,46,2021-05-05 11:31:03.837536
8033,1,1,24,2021-05-05 13:36:03.851786+02,46,2021-05-05 11:36:04.070133
8034,1,1,24,2021-05-05 13:41:03.951791+02,46,2021-05-05 11:41:04.116786
8035,1,1,24,2021-05-05 13:46:04.052471+02,45,2021-05-05 11:46:04.226476
8036,1,1,24,2021-05-05 13:51:04.152106+02,45,2021-05-05 11:51:04.238229
8037,1,1,24,2021-05-05 13:56:04.252631+02,44,2021-05-05 11:56:04.462857
8038,1,1,24,2021-05-05 14:01:04.352791+02,44,2021-05-05 12:01:04.556112
8039,1,1,24,2021-05-05 14:06:04.452917+02,43,2021-05-05 12:06:04.712504
8040,1,1,24,2021-05-05 14:11:04.553015+02,43,2021-05-05 12:11:04.756905
8041,1,1,24,2021-05-05 14:16:04.653166+02,42,2021-05-05 12:16:04.96526
8042,1,1,24,2021-05-05 14:21:04.753268+02,42,2021-05-05 12:21:04.887758
8043,1,1,24,2021-05-05 14:26:04.853311+02,42,2021-05-05 12:26:05.177957
8044,1,1,24,2021-05-05 14:31:04.953476+02,41,2021-05-05 12:31:05.115887
8045,1,1,25,2021-05-05 14:36:05.053535+02,42,2021-05-05 12:36:05.416377
8046,1,1,25,2021-05-05 14:41:05.153634+02,41,2021-05-05 12:41:05.311806
8047,1,1,25,2021-05-05 14:46:05.212519+02,41,2021-05-05 12:46:05.644125
8048,1,1,25,2021-05-05 14:51:05.312845+02,40,2021-05-05 12:51:05.485218
8049,1,1,25,2021-05-05 14:56:05.413202+02,39,2021-05-05 12:56:05.554306
8050,1,1,25,2021-05-05 15:01:05.51342+02,39,2021-05-05 13:01:05.614881
8051,1,1,25,2021-05-05 15:06:05.532647+02,39,2021-05-05 13:06:05.807653
8052,1,1,25,2021-05-05 15:11:05.632738+02,39,2021-05-05 13:11:05.752294
8053,1,1,25,2021-05-05 15:16:05.732841+02,39,2021-05-05 13:16:05.834646
8054,1,1,25,2021-05-05 15:21:05.83288+02,38,2021-05-05 13:21:06.00188
8055,1,1,25,2021-05-05 15:26:05.933032+02,37,2021-05-05 13:26:06.145511
8056,1,1,25,2021-05-05 15:31:06.033162+02,37,2021-05-05 13:31:06.155796
8057,1,1,25,2021-05-05 15:36:06.133348+02,37,2021-05-05 13:36:06.568654
8058,1,1,25,2021-05-05 15:41:06.172632+02,36,2021-05-05 13:43:21.43032
8059,1,1,25,2021-05-05 15:46:06.272675+02,36,2021-05-05 13:46:06.483558
8060,1,1,25,2021-05-05 15:41:06.172632+02,36,2021-05-05 13:46:07.46997
8061,1,1,26,2021-05-05 15:51:06.372914+02,36,2021-05-05 13:51:06.498941
8062,1,1,26,2021-05-05 15:56:06.473091+02,36,2021-05-05 13:56:06.64932
8063,1,1,26,2021-05-05 16:01:06.573208+02,36,2021-05-05 14:01:06.940905
8064,1,1,26,2021-05-05 16:06:06.673363+02,35,2021-05-05 14:06:06.888978
8065,1,1,21,2021-05-06 12:01:28.002821+02,49,2021-05-06 10:01:29.052536
8066,1,1,26,2021-05-05 16:11:06.773544+02,35,2021-05-06 10:01:29.903896
8067,1,1,26,2021-05-05 16:16:06.873761+02,35,2021-05-06 10:01:30.963238
8068,1,1,26,2021-05-05 16:21:06.893734+02,34,2021-05-06 10:01:32.008849
8069,1,1,26,2021-05-05 16:26:06.993922+02,34,2021-05-06 10:01:33.092757
8070,1,1,26,2021-05-05 16:31:07.092564+02,33,2021-05-06 10:01:34.139318
8071,1,1,26,2021-05-05 16:36:07.132598+02,33,2021-05-06 10:01:35.195857
8072,1,1,26,2021-05-05 16:41:07.232733+02,33,2021-05-06 10:01:36.636119
8073,1,1,26,2021-05-05 16:46:07.267798+02,32,2021-05-06 10:01:37.726756
8074,1,1,26,2021-05-05 16:51:07.367947+02,30,2021-05-06 10:01:38.815262
8075,1,1,26,2021-05-05 16:56:07.452634+02,31,2021-05-06 10:01:39.805018
8076,1,1,26,2021-05-05 17:01:07.552763+02,31,2021-05-06 10:01:40.705893
8077,1,1,27,2021-05-05 17:06:07.652833+02,30,2021-05-06 10:01:41.621633
8078,1,1,27,2021-05-05 17:11:07.752964+02,30,2021-05-06 10:01:42.520673
8079,1,1,27,2021-05-05 17:16:07.853175+02,29,2021-05-06 10:01:43.421023
8080,1,1,27,2021-05-05 17:21:07.953347+02,30,2021-05-06 10:01:44.323745
8081,1,1,27,2021-05-05 17:26:08.053467+02,29,2021-05-06 10:01:45.222649
8082,1,1,27,2021-05-05 17:31:08.153546+02,29,2021-05-06 10:01:46.126493
8083,1,1,27,2021-05-05 17:36:08.25372+02,29,2021-05-06 10:01:47.036736
8084,1,1,27,2021-05-05 17:41:08.291369+02,29,2021-05-06 10:01:47.938625
8085,1,1,27,2021-05-05 17:46:08.382689+02,29,2021-05-06 10:01:48.845889
8086,1,1,27,2021-05-05 17:51:08.483058+02,28,2021-05-06 10:01:49.741251
8087,1,1,28,2021-05-05 17:56:08.572716+02,27,2021-05-06 10:01:50.647737
8088,1,1,28,2021-05-05 18:01:08.672687+02,26,2021-05-06 10:01:51.551235
8089,1,1,28,2021-05-05 18:06:08.761506+02,26,2021-05-06 10:01:52.511004
8090,1,1,28,2021-05-05 18:11:08.791641+02,27,2021-05-06 10:01:53.472357
8091,1,1,28,2021-05-05 18:16:08.885818+02,26,2021-05-06 10:01:54.508186
8092,1,1,28,2021-05-05 18:21:08.98318+02,26,2021-05-06 10:01:55.549221
8093,1,1,29,2021-05-05 18:26:09.083362+02,25,2021-05-06 10:01:56.449478
8094,1,1,29,2021-05-05 18:31:09.183613+02,25,2021-05-06 10:01:57.353671
8095,1,1,30,2021-05-05 18:36:09.283296+02,23,2021-05-06 10:01:58.250149
8096,1,1,30,2021-05-05 18:41:09.383707+02,23,2021-05-06 10:01:59.151195
8097,1,1,30,2021-05-05 18:46:09.482522+02,23,2021-05-06 10:02:00.058924
8098,1,1,30,2021-05-05 18:51:09.591319+02,23,2021-05-06 10:02:00.959607
8099,1,1,30,2021-05-05 18:56:09.682638+02,23,2021-05-06 10:02:01.864142
8100,1,1,30,2021-05-05 19:01:09.785994+02,23,2021-05-06 10:02:02.771809
8101,1,1,30,2021-05-05 19:06:09.882961+02,22,2021-05-06 10:02:03.677473
8102,1,1,30,2021-05-05 19:11:09.98303+02,22,2021-05-06 10:02:04.57268
8103,1,1,31,2021-05-05 19:16:10.083041+02,22,2021-05-06 10:02:05.472772
8104,1,1,31,2021-05-05 19:21:10.116348+02,21,2021-05-06 10:02:06.378217
8105,1,1,31,2021-05-05 19:26:10.128661+02,21,2021-05-06 10:02:07.2759
8106,1,1,31,2021-05-05 19:31:10.172335+02,21,2021-05-06 10:02:08.178462
8107,1,1,32,2021-05-05 19:36:10.232501+02,21,2021-05-06 10:02:09.086483
8108,1,1,32,2021-05-05 19:41:10.33255+02,20,2021-05-06 10:02:09.995437
8109,1,1,32,2021-05-05 19:46:10.432639+02,20,2021-05-06 10:02:10.887596
8110,1,1,33,2021-05-05 19:51:10.53301+02,19,2021-05-06 10:02:11.781529
8111,1,1,33,2021-05-05 19:56:10.641542+02,19,2021-05-06 10:02:12.686488
8112,1,1,33,2021-05-05 20:01:10.733144+02,19,2021-05-06 10:02:13.584827
8113,1,1,32,2021-05-05 20:06:10.782465+02,20,2021-05-06 10:02:14.478506
8114,1,1,33,2021-05-05 20:11:10.891494+02,18,2021-05-06 10:02:15.367157
8115,1,1,33,2021-05-05 20:16:10.99141+02,18,2021-05-06 10:02:16.269105
8116,1,1,33,2021-05-05 20:21:11.091436+02,17,2021-05-06 10:02:17.230893
8117,1,1,33,2021-05-05 20:26:11.191388+02,17,2021-05-06 10:02:18.322278
8118,1,1,33,2021-05-05 20:31:11.283298+02,17,2021-05-06 10:02:19.414673
8119,1,1,34,2021-05-05 20:36:11.383427+02,17,2021-05-06 10:02:20.47623
8120,1,1,34,2021-05-05 20:41:11.483575+02,17,2021-05-06 10:02:21.386079
8121,1,1,34,2021-05-05 20:46:11.583751+02,16,2021-05-06 10:02:22.298254
8122,1,1,34,2021-05-05 20:51:11.683983+02,16,2021-05-06 10:02:23.196431
8123,1,1,34,2021-05-05 20:56:11.692965+02,16,2021-05-06 10:02:24.091158
8124,1,1,34,2021-05-05 21:01:11.792694+02,16,2021-05-06 10:02:24.988051
8125,1,1,34,2021-05-05 21:06:11.861761+02,16,2021-05-06 10:02:25.889991
8126,1,1,34,2021-05-05 21:11:11.95275+02,16,2021-05-06 10:02:26.797012
8127,1,1,34,2021-05-05 21:16:12.061424+02,16,2021-05-06 10:02:27.692998
8128,1,1,34,2021-05-05 21:21:12.161409+02,15,2021-05-06 10:02:28.58572
8129,1,1,32,2021-05-05 21:26:12.253085+02,17,2021-05-06 10:02:29.479468
8130,1,1,32,2021-05-05 21:31:12.361354+02,17,2021-05-06 10:02:30.366961
8131,1,1,33,2021-05-05 21:36:12.471303+02,16,2021-05-06 10:02:31.26092
8132,1,1,33,2021-05-05 21:41:12.553508+02,15,2021-05-06 10:02:32.153037
8133,1,1,33,2021-05-05 21:46:12.661391+02,16,2021-05-06 10:02:33.053102
8134,1,1,33,2021-05-05 21:51:12.771321+02,15,2021-05-06 10:02:33.94768
8135,1,1,33,2021-05-05 21:56:12.853923+02,15,2021-05-06 10:02:34.849446
8136,1,1,33,2021-05-05 22:01:12.954242+02,15,2021-05-06 10:02:35.819382
8137,1,1,33,2021-05-05 22:06:13.054372+02,15,2021-05-06 10:02:36.722356
8138,1,1,33,2021-05-05 22:11:13.15454+02,15,2021-05-06 10:02:38.175861
8139,1,1,33,2021-05-05 22:16:13.254577+02,15,2021-05-06 10:02:39.075745
8140,1,1,33,2021-05-05 22:21:13.354869+02,16,2021-05-06 10:02:39.97857
8141,1,1,33,2021-05-05 22:26:13.454942+02,16,2021-05-06 10:02:40.900432
8142,1,1,33,2021-05-05 22:31:13.456492+02,16,2021-05-06 10:02:41.838623
8143,1,1,33,2021-05-05 22:36:13.55745+02,16,2021-05-06 10:02:42.753451
8144,1,1,33,2021-05-05 22:41:13.657659+02,16,2021-05-06 10:02:43.660508
8145,1,1,33,2021-05-05 22:46:13.727304+02,16,2021-05-06 10:02:44.557167
8146,1,1,33,2021-05-05 22:51:13.827457+02,16,2021-05-06 10:02:45.449102
8147,1,1,32,2021-05-05 22:56:13.927542+02,17,2021-05-06 10:02:46.345818
8148,1,1,32,2021-05-05 23:01:14.027648+02,17,2021-05-06 10:02:47.255236
8149,1,1,34,2021-05-05 23:06:14.127763+02,16,2021-05-06 10:02:48.159518
8150,1,1,34,2021-05-05 23:11:14.228099+02,16,2021-05-06 10:02:49.059692
8151,1,1,33,2021-05-05 23:16:14.328201+02,16,2021-05-06 10:02:49.953038
8152,1,1,33,2021-05-05 23:21:14.383398+02,16,2021-05-06 10:02:50.886531
8153,1,1,32,2021-05-05 23:26:14.483474+02,17,2021-05-06 10:02:51.790824
8154,1,1,32,2021-05-05 23:31:14.497797+02,18,2021-05-06 10:02:52.70134
8155,1,1,31,2021-05-05 23:36:14.59837+02,18,2021-05-06 10:02:53.824161
8156,1,1,31,2021-05-05 23:41:14.601167+02,19,2021-05-06 10:02:55.380346
8157,1,1,30,2021-05-05 23:46:14.70145+02,20,2021-05-06 10:02:56.406235
8158,1,1,30,2021-05-05 23:51:14.801734+02,20,2021-05-06 10:02:57.310513
8159,1,1,29,2021-05-05 23:56:14.812614+02,21,2021-05-06 10:02:58.209126
8160,1,1,29,2021-05-06 00:01:14.912763+02,22,2021-05-06 10:02:59.111602
8161,1,1,29,2021-05-06 00:06:15.013002+02,23,2021-05-06 10:03:00.013034
8162,1,1,28,2021-05-06 00:11:15.113151+02,23,2021-05-06 10:03:00.917192
8163,1,1,28,2021-05-06 00:16:15.213134+02,23,2021-05-06 10:03:01.819036
8164,1,1,28,2021-05-06 00:21:15.313336+02,24,2021-05-06 10:03:02.710806
8165,1,1,27,2021-05-06 00:26:15.413413+02,26,2021-05-06 10:03:03.610289
8166,1,1,27,2021-05-06 00:31:15.513607+02,27,2021-05-06 10:03:04.517881
8167,1,1,27,2021-05-06 00:36:15.613852+02,27,2021-05-06 10:03:05.415265
8168,1,1,27,2021-05-06 00:41:15.714003+02,27,2021-05-06 10:03:06.313474
8169,1,1,26,2021-05-06 00:46:15.814195+02,28,2021-05-06 10:03:07.21987
8170,1,1,26,2021-05-06 00:51:15.914392+02,28,2021-05-06 10:03:08.129568
8171,1,1,26,2021-05-06 00:56:16.014365+02,28,2021-05-06 10:03:09.03006
8172,2,2,28,2021-05-06 12:03:08.36248+02,38,2021-05-06 10:03:08.441601
8173,1,1,26,2021-05-06 01:01:16.114603+02,29,2021-05-06 10:03:09.925051
8176,1,1,25,2021-05-06 01:06:16.214667+02,29,2021-05-06 10:03:10.822668
8177,1,1,25,2021-05-06 01:11:16.314823+02,30,2021-05-06 10:03:11.729633
8178,2,2,26,2021-05-04 16:07:23.442226+02,38,2021-05-06 10:03:11.241989
8179,1,1,25,2021-05-06 01:16:16.415105+02,30,2021-05-06 10:03:12.642866
8181,1,1,25,2021-05-06 01:21:16.515228+02,30,2021-05-06 10:03:13.534149
8182,2,2,26,2021-05-04 16:12:23.539189+02,37,2021-05-06 10:03:13.155088
8183,1,1,25,2021-05-06 01:26:16.572601+02,31,2021-05-06 10:03:14.442599
8185,1,1,24,2021-05-06 01:31:16.672726+02,31,2021-05-06 10:03:15.347343
8186,2,2,26,2021-05-04 16:17:23.542015+02,37,2021-05-06 10:03:15.052106
8187,1,1,24,2021-05-06 01:36:16.773064+02,32,2021-05-06 10:03:16.247583
8189,1,1,24,2021-05-06 01:41:16.881752+02,32,2021-05-06 10:03:17.146555
8190,2,2,26,2021-05-04 16:22:23.642344+02,37,2021-05-06 10:03:16.988754
8191,1,1,24,2021-05-06 01:46:16.996755+02,32,2021-05-06 10:03:18.046259
8193,1,1,24,2021-05-06 01:51:17.073769+02,32,2021-05-06 10:03:18.94465
8194,2,2,26,2021-05-04 16:27:23.74242+02,37,2021-05-06 10:03:18.803298
8195,1,1,24,2021-05-06 01:56:17.17386+02,32,2021-05-06 10:03:19.835885
8197,1,1,24,2021-05-06 02:01:17.29149+02,33,2021-05-06 10:03:20.746981
8198,2,2,26,2021-05-04 16:32:23.84334+02,37,2021-05-06 10:03:20.691285
8199,1,1,24,2021-05-06 02:06:17.391464+02,33,2021-05-06 10:03:21.675903
8201,1,1,24,2021-05-06 02:11:17.474072+02,33,2021-05-06 10:03:22.587246
8202,2,2,26,2021-05-04 16:37:23.905391+02,37,2021-05-06 10:03:22.529436
8203,1,1,24,2021-05-06 02:16:17.574054+02,33,2021-05-06 10:03:23.506779
8204,1,1,24,2021-05-06 02:21:17.678388+02,33,2021-05-06 10:03:24.437276
8206,1,1,24,2021-05-06 02:26:17.779881+02,33,2021-05-06 10:03:25.356502
8207,2,2,26,2021-05-04 16:42:24.005598+02,37,2021-05-06 10:03:24.703645
8208,1,1,23,2021-05-06 02:31:17.874259+02,33,2021-05-06 10:03:26.270551
8210,1,1,23,2021-05-06 02:36:17.973514+02,33,2021-05-06 10:03:27.193238
8211,2,2,26,2021-05-04 16:47:24.097928+02,37,2021-05-06 10:03:26.56785
8212,1,1,23,2021-05-06 02:41:18.091289+02,33,2021-05-06 10:03:28.33801
8214,1,1,23,2021-05-06 02:46:18.104271+02,33,2021-05-06 10:03:29.266672
8215,2,2,26,2021-05-04 16:52:24.198132+02,37,2021-05-06 10:03:28.399473
8216,1,1,23,2021-05-06 02:51:18.221336+02,33,2021-05-06 10:03:30.190451
8218,1,1,23,2021-05-06 02:56:18.263919+02,33,2021-05-06 10:03:31.09995
8219,2,2,26,2021-05-04 16:57:24.309254+02,36,2021-05-06 10:03:30.263178
8220,1,1,23,2021-05-06 03:01:18.281687+02,33,2021-05-06 10:03:32.007275
8222,1,1,23,2021-05-06 03:06:18.381862+02,33,2021-05-06 10:03:32.912444
8223,2,2,26,2021-05-04 17:02:24.364856+02,36,2021-05-06 10:03:32.098567
8224,1,1,23,2021-05-06 03:11:18.481911+02,33,2021-05-06 10:03:33.823318
8226,1,1,23,2021-05-06 03:16:18.582119+02,34,2021-05-06 10:03:34.740886
8227,2,2,26,2021-05-04 17:07:24.46533+02,36,2021-05-06 10:03:33.940664
8228,1,1,23,2021-05-06 03:21:18.682502+02,34,2021-05-06 10:03:35.646678
8230,1,1,23,2021-05-06 03:26:18.78218+02,34,2021-05-06 10:03:36.547471
