id_measurement,id_rp,id_sensor,temperature,measured_date,humidity,save_date
35330,1,1,28,2021-06-07 01:47:25.915728+02,27,2021-06-07 13:28:36.800403
35333,1,1,28,2021-06-07 02:02:26.216066+02,28,2021-06-07 13:28:40.515618
35336,1,1,28,2021-06-07 02:17:26.516295+02,28,2021-06-07 13:28:43.241803
35339,1,1,27,2021-06-07 02:32:26.8158+02,30,2021-06-07 13:28:45.939646
35342,1,1,27,2021-06-07 02:47:27.116062+02,31,2021-06-07 13:28:49.097981
35345,1,1,27,2021-06-07 03:02:27.416456+02,32,2021-06-07 13:28:52.070116
35348,1,1,27,2021-06-07 03:17:27.675964+02,33,2021-06-07 13:28:54.772444
35351,1,1,26,2021-06-07 03:32:27.906068+02,34,2021-06-07 13:28:57.507396
35354,1,1,26,2021-06-07 03:47:28.115859+02,34,2021-06-07 13:29:00.208987
35357,1,1,26,2021-06-07 04:02:28.355859+02,35,2021-06-07 13:29:02.915101
35360,1,1,26,2021-06-07 04:17:28.65447+02,36,2021-06-07 13:29:06.591788
35363,1,1,26,2021-06-07 04:32:28.955629+02,37,2021-06-07 13:29:09.407713
35366,1,1,25,2021-06-07 04:47:29.255517+02,38,2021-06-07 13:29:12.101192
35369,1,1,25,2021-06-07 05:02:29.564231+02,38,2021-06-07 13:29:14.846441
35372,1,1,25,2021-06-07 05:17:29.815522+02,39,2021-06-07 13:29:17.55942
35375,1,1,25,2021-06-07 05:32:30.115794+02,39,2021-06-07 13:29:20.280313
35058,1,1,24,2021-06-06 03:12:01.221461+02,52,2021-06-07 13:24:23.758182
35061,1,1,24,2021-06-06 03:27:01.521782+02,52,2021-06-07 13:24:26.470939
35064,1,1,24,2021-06-06 03:42:01.814269+02,52,2021-06-07 13:24:29.186646
35067,1,1,24,2021-06-06 03:57:01.974292+02,52,2021-06-07 13:24:31.912344
35070,1,1,24,2021-06-06 04:12:02.255744+02,52,2021-06-07 13:24:34.623015
35073,1,1,24,2021-06-06 04:27:02.556212+02,52,2021-06-07 13:24:37.302973
35076,1,1,24,2021-06-06 04:42:02.856556+02,53,2021-06-07 13:24:40.455006
35079,1,1,24,2021-06-06 04:57:03.157393+02,53,2021-06-07 13:24:43.178532
35082,1,1,24,2021-06-06 05:12:03.374695+02,53,2021-06-07 13:24:45.881672
35085,1,1,24,2021-06-06 05:27:03.665829+02,53,2021-06-07 13:24:48.595322
35088,1,1,24,2021-06-06 05:42:03.974656+02,53,2021-06-07 13:24:51.347733
35091,1,1,24,2021-06-06 05:57:04.274621+02,54,2021-06-07 13:24:54.059712
35094,1,1,23,2021-06-06 06:12:04.555737+02,54,2021-06-07 13:24:56.764696
35097,1,1,23,2021-06-06 06:27:04.805906+02,54,2021-06-07 13:24:59.472868
35100,1,1,23,2021-06-06 06:42:05.105116+02,54,2021-06-07 13:25:02.197275
35103,1,1,23,2021-06-06 06:57:05.407342+02,54,2021-06-07 13:25:05.564759
35106,1,1,23,2021-06-06 07:12:05.705625+02,55,2021-06-07 13:25:09.01571
35109,1,1,23,2021-06-06 07:27:06.005974+02,55,2021-06-07 13:25:11.707667
35112,1,1,23,2021-06-06 07:42:06.312089+02,55,2021-06-07 13:25:14.419688
35115,1,1,23,2021-06-06 07:57:06.617039+02,55,2021-06-07 13:25:17.25205
35118,1,1,23,2021-06-06 08:12:06.906529+02,55,2021-06-07 13:25:19.957083
35121,1,1,23,2021-06-06 08:27:07.155473+02,55,2021-06-07 13:25:22.660023
35124,1,1,23,2021-06-06 08:42:07.405446+02,55,2021-06-07 13:25:25.408299
35127,1,1,23,2021-06-06 08:57:07.554549+02,54,2021-06-07 13:25:28.123721
35130,1,1,22,2021-06-06 09:12:07.864283+02,55,2021-06-07 13:25:30.853854
35133,1,1,22,2021-06-06 09:27:08.174234+02,55,2021-06-07 13:25:33.57592
35136,1,1,22,2021-06-06 09:42:08.474342+02,55,2021-06-07 13:25:36.266794
35139,1,1,22,2021-06-06 09:57:08.764461+02,54,2021-06-07 13:25:38.977125
35142,1,1,23,2021-06-06 10:12:09.055553+02,54,2021-06-07 13:25:41.700143
35145,1,1,23,2021-06-06 10:27:09.355912+02,53,2021-06-07 13:25:44.419781
35148,1,1,23,2021-06-06 10:42:09.655522+02,53,2021-06-07 13:25:47.130182
35151,1,1,23,2021-06-06 10:57:09.935807+02,52,2021-06-07 13:25:49.835017
35154,1,1,24,2021-06-06 11:12:10.236036+02,51,2021-06-07 13:25:52.531242
35157,1,1,24,2021-06-06 11:27:10.53655+02,50,2021-06-07 13:25:55.248355
35160,1,1,24,2021-06-06 11:42:10.755563+02,49,2021-06-07 13:25:57.979654
35163,1,1,25,2021-06-06 11:57:10.960096+02,49,2021-06-07 13:26:00.676839
35166,1,1,25,2021-06-06 12:12:11.176175+02,48,2021-06-07 13:26:03.379023
35169,1,1,25,2021-06-06 12:27:11.426175+02,48,2021-06-07 13:26:07.280097
35172,1,1,26,2021-06-06 12:42:11.726537+02,47,2021-06-07 13:26:10.569309
35175,1,1,26,2021-06-06 12:57:11.9901+02,47,2021-06-07 13:26:13.733124
35178,1,1,26,2021-06-06 13:12:12.274795+02,46,2021-06-07 13:26:16.601002
35181,1,1,27,2021-06-06 13:27:12.484903+02,46,2021-06-07 13:26:19.32085
35184,1,1,27,2021-06-06 13:42:12.809996+02,45,2021-06-07 13:26:22.029779
35187,1,1,27,2021-06-06 13:57:13.085436+02,44,2021-06-07 13:26:24.869343
35190,1,1,28,2021-06-06 14:12:13.394186+02,42,2021-06-07 13:26:28.152434
35193,1,1,28,2021-06-06 14:27:13.655498+02,42,2021-06-07 13:26:30.872544
35196,1,1,28,2021-06-06 14:42:13.905581+02,41,2021-06-07 13:26:33.564366
35199,1,1,29,2021-06-06 14:57:14.155661+02,40,2021-06-07 13:26:36.274967
35202,1,1,29,2021-06-06 15:12:14.455998+02,40,2021-06-07 13:26:39.407955
35205,1,1,29,2021-06-06 15:27:14.695474+02,39,2021-06-07 13:26:42.121999
35208,1,1,29,2021-06-06 15:42:14.995854+02,38,2021-06-07 13:26:44.794479
35211,1,1,30,2021-06-06 15:57:15.29624+02,37,2021-06-07 13:26:47.483919
35214,1,1,30,2021-06-06 16:12:15.511739+02,36,2021-06-07 13:26:50.198745
35217,1,1,30,2021-06-06 16:27:15.824283+02,36,2021-06-07 13:26:52.941414
35220,1,1,30,2021-06-06 16:42:16.084284+02,35,2021-06-07 13:26:55.634902
35223,1,1,30,2021-06-06 16:57:16.37625+02,34,2021-06-07 13:26:58.357899
35226,1,1,30,2021-06-06 17:12:16.615681+02,33,2021-06-07 13:27:01.056588
35229,1,1,31,2021-06-06 17:27:16.905732+02,32,2021-06-07 13:27:03.754896
35232,1,1,32,2021-06-06 17:42:17.194793+02,31,2021-06-07 13:27:06.769238
35235,1,1,33,2021-06-06 17:57:17.395526+02,29,2021-06-07 13:27:09.571973
35238,1,1,33,2021-06-06 18:12:17.695032+02,28,2021-06-07 13:27:12.578477
35241,1,1,34,2021-06-06 18:27:17.9056+02,26,2021-06-07 13:27:15.289189
35244,1,1,33,2021-06-06 18:42:18.135655+02,24,2021-06-07 13:27:17.995265
35247,1,1,34,2021-06-06 18:57:18.435987+02,22,2021-06-07 13:27:20.716465
35250,1,1,35,2021-06-06 19:12:18.728053+02,19,2021-06-07 13:27:23.419788
35253,1,1,35,2021-06-06 19:27:19.04457+02,18,2021-06-07 13:27:26.146611
35256,1,1,36,2021-06-06 19:42:19.329159+02,17,2021-06-07 13:27:28.852564
35259,1,1,40,2021-06-06 19:57:19.555834+02,14,2021-06-07 13:27:31.618552
35262,1,1,41,2021-06-06 20:12:19.81465+02,13,2021-06-07 13:27:34.333186
35265,1,1,42,2021-06-06 20:27:20.105302+02,13,2021-06-07 13:27:37.198676
35268,1,1,42,2021-06-06 20:42:20.430051+02,13,2021-06-07 13:27:39.960733
35271,1,1,27,2021-06-07 15:27:42.364206+02,36,2021-06-07 13:27:42.394376
35274,1,1,42,2021-06-06 21:07:20.904879+02,13,2021-06-07 13:27:44.441509
35277,1,1,42,2021-06-06 21:22:21.195114+02,12,2021-06-07 13:27:47.160936
35280,1,1,43,2021-06-06 21:37:21.495738+02,11,2021-06-07 13:27:49.85916
35283,1,1,43,2021-06-06 21:52:21.74729+02,11,2021-06-07 13:27:52.580344
35286,1,1,43,2021-06-06 22:07:22.047469+02,11,2021-06-07 13:27:55.310248
35289,1,1,42,2021-06-06 22:22:22.265534+02,12,2021-06-07 13:27:58.028192
35292,1,1,42,2021-06-06 22:37:22.565941+02,12,2021-06-07 13:28:00.745237
35295,1,1,41,2021-06-06 22:52:22.80467+02,12,2021-06-07 13:28:03.481531
35298,1,1,40,2021-06-06 23:07:23.105889+02,12,2021-06-07 13:28:06.428423
35301,1,1,36,2021-06-06 23:22:23.405689+02,15,2021-06-07 13:28:09.247723
35304,1,1,34,2021-06-06 23:37:23.706044+02,16,2021-06-07 13:28:11.961785
35307,1,1,32,2021-06-06 23:52:24.00658+02,17,2021-06-07 13:28:14.723117
35310,1,1,34,2021-06-07 00:07:24.304209+02,17,2021-06-07 13:28:17.443508
35313,1,1,32,2021-06-07 00:22:24.375506+02,20,2021-06-07 13:28:20.186172
35316,1,1,31,2021-06-07 00:37:24.62555+02,22,2021-06-07 13:28:22.906255
35319,1,1,30,2021-06-07 00:52:24.91447+02,24,2021-06-07 13:28:25.670708
35322,1,1,30,2021-06-07 01:07:25.206075+02,25,2021-06-07 13:28:28.400994
35325,1,1,29,2021-06-07 01:22:25.506572+02,27,2021-06-07 13:28:31.437123
35328,1,1,29,2021-06-07 01:37:25.715441+02,27,2021-06-07 13:28:34.694042
35331,1,1,28,2021-06-07 01:52:26.015901+02,27,2021-06-07 13:28:38.515465
35334,1,1,28,2021-06-07 02:07:26.31623+02,28,2021-06-07 13:28:41.42453
35337,1,1,28,2021-06-07 02:22:26.616573+02,28,2021-06-07 13:28:44.138275
35340,1,1,27,2021-06-07 02:37:26.917247+02,30,2021-06-07 13:28:46.913277
35343,1,1,27,2021-06-07 02:52:27.216183+02,31,2021-06-07 13:28:50.260994
35346,1,1,27,2021-06-07 03:07:27.475836+02,33,2021-06-07 13:28:52.96888
35349,1,1,27,2021-06-07 03:22:27.750495+02,34,2021-06-07 13:28:55.678868
35352,1,1,26,2021-06-07 03:37:28.006058+02,34,2021-06-07 13:28:58.413143
35355,1,1,26,2021-06-07 03:52:28.215938+02,35,2021-06-07 13:29:01.110457
35358,1,1,26,2021-06-07 04:07:28.455262+02,35,2021-06-07 13:29:04.426566
35361,1,1,26,2021-06-07 04:22:28.754979+02,36,2021-06-07 13:29:07.627743
35364,1,1,26,2021-06-07 04:37:29.055368+02,37,2021-06-07 13:29:10.298612
35367,1,1,25,2021-06-07 04:52:29.354696+02,38,2021-06-07 13:29:13.016893
35370,1,1,25,2021-06-07 05:07:29.655889+02,39,2021-06-07 13:29:15.762299
35373,1,1,25,2021-06-07 05:22:29.915657+02,39,2021-06-07 13:29:18.45988
35376,1,1,25,2021-06-07 05:37:30.215875+02,39,2021-06-07 13:29:21.179772
35059,1,1,24,2021-06-06 03:17:01.321475+02,52,2021-06-07 13:24:24.667229
35062,1,1,24,2021-06-06 03:32:01.62201+02,52,2021-06-07 13:24:27.366474
35065,1,1,24,2021-06-06 03:47:01.914284+02,52,2021-06-07 13:24:30.092709
35068,1,1,24,2021-06-06 04:02:02.064296+02,52,2021-06-07 13:24:32.813285
35071,1,1,24,2021-06-06 04:17:02.356003+02,52,2021-06-07 13:24:35.513199
35074,1,1,24,2021-06-06 04:32:02.656306+02,52,2021-06-07 13:24:38.642487
35077,1,1,24,2021-06-06 04:47:02.956829+02,53,2021-06-07 13:24:41.363023
35080,1,1,24,2021-06-06 05:02:03.257583+02,53,2021-06-07 13:24:44.078143
35083,1,1,24,2021-06-06 05:17:03.474678+02,53,2021-06-07 13:24:46.787941
35086,1,1,24,2021-06-06 05:32:03.765136+02,53,2021-06-07 13:24:49.529516
35089,1,1,24,2021-06-06 05:47:04.090036+02,54,2021-06-07 13:24:52.250786
35092,1,1,24,2021-06-06 06:02:04.375585+02,54,2021-06-07 13:24:54.965512
35095,1,1,23,2021-06-06 06:17:04.656112+02,54,2021-06-07 13:24:57.661241
35098,1,1,23,2021-06-06 06:32:04.906154+02,54,2021-06-07 13:25:00.378149
35101,1,1,23,2021-06-06 06:47:05.214656+02,54,2021-06-07 13:25:03.104314
35104,1,1,23,2021-06-06 07:02:05.514251+02,54,2021-06-07 13:25:07.112268
35107,1,1,23,2021-06-06 07:17:05.805809+02,55,2021-06-07 13:25:09.90037
35110,1,1,23,2021-06-06 07:32:06.106156+02,55,2021-06-07 13:25:12.604593
35113,1,1,23,2021-06-06 07:47:06.406418+02,55,2021-06-07 13:25:15.318126
35116,1,1,23,2021-06-06 08:02:06.706436+02,55,2021-06-07 13:25:18.154842
35119,1,1,23,2021-06-06 08:17:07.006857+02,55,2021-06-07 13:25:20.851198
35122,1,1,23,2021-06-06 08:32:07.25571+02,55,2021-06-07 13:25:23.579741
35125,1,1,23,2021-06-06 08:47:07.451384+02,54,2021-06-07 13:25:26.302453
35128,1,1,23,2021-06-06 09:02:07.664427+02,54,2021-06-07 13:25:29.032675
35131,1,1,22,2021-06-06 09:17:07.964285+02,55,2021-06-07 13:25:31.770243
35134,1,1,22,2021-06-06 09:32:08.274346+02,55,2021-06-07 13:25:34.473056
35137,1,1,22,2021-06-06 09:47:08.574325+02,54,2021-06-07 13:25:37.160213
35140,1,1,23,2021-06-06 10:02:08.857177+02,54,2021-06-07 13:25:39.874624
35143,1,1,23,2021-06-06 10:17:09.155657+02,54,2021-06-07 13:25:42.602212
35146,1,1,23,2021-06-06 10:32:09.455275+02,53,2021-06-07 13:25:45.319106
35149,1,1,23,2021-06-06 10:47:09.735477+02,52,2021-06-07 13:25:48.030868
35152,1,1,23,2021-06-06 11:02:10.035776+02,52,2021-06-07 13:25:50.735673
35155,1,1,24,2021-06-06 11:17:10.336245+02,51,2021-06-07 13:25:53.423127
35158,1,1,24,2021-06-06 11:32:10.555529+02,50,2021-06-07 13:25:56.142639
35161,1,1,24,2021-06-06 11:47:10.855687+02,49,2021-06-07 13:25:58.87265
35164,1,1,25,2021-06-06 12:02:10.975916+02,49,2021-06-07 13:26:01.579163
35167,1,1,25,2021-06-06 12:17:11.226042+02,48,2021-06-07 13:26:04.301346
35170,1,1,25,2021-06-06 12:32:11.526217+02,48,2021-06-07 13:26:08.452859
35173,1,1,26,2021-06-06 12:47:11.765743+02,47,2021-06-07 13:26:11.619739
35176,1,1,26,2021-06-06 13:02:12.089955+02,46,2021-06-07 13:26:14.784311
35179,1,1,26,2021-06-06 13:17:12.385261+02,46,2021-06-07 13:26:17.507042
35182,1,1,27,2021-06-06 13:32:12.595636+02,45,2021-06-07 13:26:20.232617
35185,1,1,27,2021-06-06 13:47:12.894613+02,44,2021-06-07 13:26:22.932694
35188,1,1,27,2021-06-06 14:02:13.185711+02,44,2021-06-07 13:26:25.908778
35191,1,1,28,2021-06-06 14:17:13.485868+02,42,2021-06-07 13:26:29.06352
35194,1,1,28,2021-06-06 14:32:13.755571+02,42,2021-06-07 13:26:31.769798
35197,1,1,28,2021-06-06 14:47:14.005653+02,41,2021-06-07 13:26:34.470678
35200,1,1,29,2021-06-06 15:02:14.255731+02,40,2021-06-07 13:26:37.17481
35203,1,1,29,2021-06-06 15:17:14.514648+02,40,2021-06-07 13:26:40.320852
35206,1,1,29,2021-06-06 15:32:14.79558+02,39,2021-06-07 13:26:43.013555
35209,1,1,29,2021-06-06 15:47:15.096124+02,38,2021-06-07 13:26:45.704198
35212,1,1,30,2021-06-06 16:02:15.396328+02,37,2021-06-07 13:26:48.377726
35215,1,1,30,2021-06-06 16:17:15.611868+02,36,2021-06-07 13:26:51.132138
35218,1,1,30,2021-06-06 16:32:15.875491+02,36,2021-06-07 13:26:53.835634
35221,1,1,30,2021-06-06 16:47:16.175955+02,35,2021-06-07 13:26:56.541087
35224,1,1,30,2021-06-06 17:02:16.465494+02,33,2021-06-07 13:26:59.258301
35227,1,1,30,2021-06-06 17:17:16.71592+02,33,2021-06-07 13:27:01.965948
35230,1,1,31,2021-06-06 17:32:16.995693+02,32,2021-06-07 13:27:04.737502
35233,1,1,32,2021-06-06 17:47:17.285566+02,31,2021-06-07 13:27:07.792021
35236,1,1,33,2021-06-06 18:02:17.495588+02,29,2021-06-07 13:27:10.778417
35239,1,1,34,2021-06-06 18:17:17.804309+02,27,2021-06-07 13:27:13.47932
35242,1,1,32,2021-06-06 18:32:18.005801+02,26,2021-06-07 13:27:16.188942
35245,1,1,33,2021-06-06 18:47:18.235686+02,24,2021-06-07 13:27:18.910163
35248,1,1,34,2021-06-06 19:02:18.527701+02,21,2021-06-07 13:27:21.622671
35251,1,1,35,2021-06-06 19:17:18.844571+02,19,2021-06-07 13:27:24.324928
35254,1,1,36,2021-06-06 19:32:19.129066+02,18,2021-06-07 13:27:27.052761
35257,1,1,40,2021-06-06 19:47:19.449719+02,15,2021-06-07 13:27:29.803327
35260,1,1,41,2021-06-06 20:02:19.654966+02,13,2021-06-07 13:27:32.521487
35263,1,1,41,2021-06-06 20:17:19.906027+02,13,2021-06-07 13:27:35.261784
35266,1,1,42,2021-06-06 20:32:20.215547+02,13,2021-06-07 13:27:38.169254
35269,1,1,42,2021-06-06 20:47:20.505665+02,13,2021-06-07 13:27:40.86517
35272,1,1,42,2021-06-06 20:57:20.713304+02,13,2021-06-07 13:27:42.651237
35275,1,1,42,2021-06-06 21:12:21.004749+02,13,2021-06-07 13:27:45.342697
35278,1,1,42,2021-06-06 21:27:21.295454+02,12,2021-06-07 13:27:48.058427
35281,1,1,43,2021-06-06 21:42:21.595846+02,11,2021-06-07 13:27:50.766925
35284,1,1,43,2021-06-06 21:57:21.847202+02,11,2021-06-07 13:27:53.490121
35287,1,1,42,2021-06-06 22:12:22.065272+02,12,2021-06-07 13:27:56.210211
35290,1,1,42,2021-06-06 22:27:22.365738+02,12,2021-06-07 13:27:58.936948
35293,1,1,41,2021-06-06 22:42:22.666067+02,12,2021-06-07 13:28:01.654965
35296,1,1,41,2021-06-06 22:57:22.914317+02,12,2021-06-07 13:28:04.430091
35299,1,1,40,2021-06-06 23:12:23.206042+02,12,2021-06-07 13:28:07.468302
35302,1,1,35,2021-06-06 23:27:23.505771+02,15,2021-06-07 13:28:10.141607
35305,1,1,33,2021-06-06 23:42:23.806135+02,16,2021-06-07 13:28:12.89446
35308,1,1,32,2021-06-06 23:57:24.106659+02,17,2021-06-07 13:28:15.627593
35311,1,1,33,2021-06-07 00:12:24.315558+02,18,2021-06-07 13:28:18.361534
35314,1,1,32,2021-06-07 00:27:24.434604+02,21,2021-06-07 13:28:21.100436
35317,1,1,31,2021-06-07 00:42:24.734309+02,22,2021-06-07 13:28:23.815171
35320,1,1,30,2021-06-07 00:57:25.005864+02,24,2021-06-07 13:28:26.578898
35323,1,1,30,2021-06-07 01:12:25.306242+02,25,2021-06-07 13:28:29.314746
35326,1,1,29,2021-06-07 01:27:25.606533+02,27,2021-06-07 13:28:32.502775
35329,1,1,29,2021-06-07 01:42:25.815756+02,27,2021-06-07 13:28:35.748491
35332,1,1,28,2021-06-07 01:57:26.115936+02,27,2021-06-07 13:28:39.58244
35335,1,1,28,2021-06-07 02:12:26.416408+02,28,2021-06-07 13:28:42.341384
35338,1,1,28,2021-06-07 02:27:26.722493+02,29,2021-06-07 13:28:45.044966
35341,1,1,27,2021-06-07 02:42:27.016028+02,31,2021-06-07 13:28:48.006548
35344,1,1,27,2021-06-07 02:57:27.31622+02,32,2021-06-07 13:28:51.159102
35347,1,1,27,2021-06-07 03:12:27.583346+02,33,2021-06-07 13:28:53.867358
35350,1,1,27,2021-06-07 03:27:27.805833+02,34,2021-06-07 13:28:56.599882
35353,1,1,26,2021-06-07 03:42:28.055556+02,34,2021-06-07 13:28:59.311718
35356,1,1,26,2021-06-07 03:57:28.305736+02,35,2021-06-07 13:29:02.00384
35359,1,1,26,2021-06-07 04:12:28.556136+02,35,2021-06-07 13:29:05.423346
35362,1,1,26,2021-06-07 04:27:28.875372+02,37,2021-06-07 13:29:08.531148
35365,1,1,26,2021-06-07 04:42:29.15543+02,37,2021-06-07 13:29:11.197614
35368,1,1,25,2021-06-07 04:57:29.464237+02,38,2021-06-07 13:29:13.945765
35371,1,1,25,2021-06-07 05:12:29.757211+02,39,2021-06-07 13:29:16.658131
35374,1,1,25,2021-06-07 05:27:30.015621+02,39,2021-06-07 13:29:19.368522
35377,1,1,25,2021-06-07 05:42:30.316111+02,39,2021-06-07 13:29:22.113901
35378,1,1,25,2021-06-07 05:47:30.416265+02,40,2021-06-07 13:29:23.046237
35381,1,1,25,2021-06-07 06:02:30.716645+02,40,2021-06-07 13:29:25.810687
35384,1,1,25,2021-06-07 06:17:31.016721+02,41,2021-06-07 13:29:28.502592
35387,1,1,25,2021-06-07 06:32:31.245655+02,41,2021-06-07 13:29:31.202989
35390,1,1,25,2021-06-07 06:47:31.554445+02,41,2021-06-07 13:29:33.925851
35393,1,1,25,2021-06-07 07:02:31.84649+02,42,2021-06-07 13:29:36.632788
35396,1,1,24,2021-06-07 07:17:32.1168+02,42,2021-06-07 13:29:39.356536
35399,1,1,24,2021-06-07 07:32:32.295331+02,42,2021-06-07 13:29:42.063361
35402,1,1,24,2021-06-07 07:47:32.50586+02,43,2021-06-07 13:29:44.777976
35405,1,1,24,2021-06-07 08:02:32.755767+02,43,2021-06-07 13:29:47.498307
35408,1,1,24,2021-06-07 08:17:32.935543+02,43,2021-06-07 13:29:50.20491
35411,1,1,24,2021-06-07 08:32:33.204336+02,43,2021-06-07 13:29:52.921836
35414,1,1,24,2021-06-07 08:47:33.404396+02,43,2021-06-07 13:29:55.63687
35417,1,1,24,2021-06-07 09:02:33.704717+02,43,2021-06-07 13:29:58.35113
35420,1,1,24,2021-06-07 09:17:33.985494+02,44,2021-06-07 13:30:01.057635
35423,1,1,24,2021-06-07 09:32:34.195473+02,44,2021-06-07 13:30:03.788797
35426,1,1,24,2021-06-07 09:47:34.405785+02,44,2021-06-07 13:30:06.933159
35429,1,1,24,2021-06-07 10:02:34.714636+02,43,2021-06-07 13:30:09.624722
35432,1,1,24,2021-06-07 10:17:35.024664+02,43,2021-06-07 13:30:12.352014
35435,1,1,24,2021-06-07 10:32:35.304638+02,44,2021-06-07 13:30:15.463928
35438,1,1,24,2021-06-07 10:47:35.554886+02,44,2021-06-07 13:30:18.462363
35441,1,1,24,2021-06-07 11:02:35.856266+02,45,2021-06-07 13:30:21.173516
35444,1,1,24,2021-06-07 11:17:36.15669+02,44,2021-06-07 13:30:23.879151
35447,1,1,24,2021-06-07 11:32:36.455453+02,45,2021-06-07 13:30:26.620135
35450,1,1,24,2021-06-07 11:47:36.755564+02,45,2021-06-07 13:30:29.382183
35453,1,1,24,2021-06-07 12:02:37.015275+02,45,2021-06-07 13:30:32.475402
35456,1,1,24,2021-06-07 12:17:37.255537+02,44,2021-06-07 13:30:35.171325
35459,1,1,25,2021-06-07 12:32:37.556049+02,46,2021-06-07 13:30:37.904249
35462,1,1,25,2021-06-07 12:47:37.815409+02,44,2021-06-07 13:30:40.603687
35465,1,1,25,2021-06-07 13:02:38.075758+02,43,2021-06-07 13:30:43.307378
35468,1,1,25,2021-06-07 13:17:38.376059+02,42,2021-06-07 13:30:46.040293
35471,1,1,26,2021-06-07 13:32:38.676616+02,42,2021-06-07 13:30:48.763541
35474,1,1,26,2021-06-07 13:47:38.976861+02,40,2021-06-07 13:30:51.519882
35477,1,1,26,2021-06-07 14:02:39.277284+02,39,2021-06-07 13:30:54.257853
35480,1,1,27,2021-06-07 14:17:39.577722+02,39,2021-06-07 13:30:57.091753
35483,1,1,27,2021-06-07 14:32:39.878175+02,38,2021-06-07 13:31:00.316951
35486,1,1,27,2021-06-07 14:47:40.178539+02,38,2021-06-07 13:31:03.539744
35489,1,1,27,2021-06-07 15:02:40.478055+02,37,2021-06-07 13:31:07.498327
35492,1,1,27,2021-06-07 15:32:42.464327+02,35,2021-06-07 13:32:42.545029
35495,1,1,28,2021-06-07 15:47:42.654143+02,33,2021-06-07 13:47:42.739976
35498,1,1,28,2021-06-07 16:02:42.803993+02,33,2021-06-07 14:02:42.888192
35379,1,1,25,2021-06-07 05:52:30.516295+02,40,2021-06-07 13:29:23.956536
35382,1,1,25,2021-06-07 06:07:30.816825+02,40,2021-06-07 13:29:26.70608
35385,1,1,25,2021-06-07 06:22:31.117246+02,41,2021-06-07 13:29:29.39819
35388,1,1,25,2021-06-07 06:37:31.345439+02,41,2021-06-07 13:29:32.11769
35391,1,1,25,2021-06-07 06:52:31.646255+02,42,2021-06-07 13:29:34.827473
35394,1,1,25,2021-06-07 07:07:31.946299+02,42,2021-06-07 13:29:37.539591
35397,1,1,24,2021-06-07 07:22:32.16103+02,42,2021-06-07 13:29:40.249042
35400,1,1,24,2021-06-07 07:37:32.305442+02,43,2021-06-07 13:29:42.969955
35403,1,1,24,2021-06-07 07:52:32.555563+02,43,2021-06-07 13:29:45.677715
35406,1,1,24,2021-06-07 08:07:32.795491+02,43,2021-06-07 13:29:48.393245
35409,1,1,24,2021-06-07 08:22:32.995578+02,43,2021-06-07 13:29:51.109228
35412,1,1,24,2021-06-07 08:37:33.203754+02,43,2021-06-07 13:29:53.825486
35415,1,1,24,2021-06-07 08:52:33.504149+02,43,2021-06-07 13:29:56.539836
35418,1,1,24,2021-06-07 09:07:33.804614+02,43,2021-06-07 13:29:59.247664
35421,1,1,24,2021-06-07 09:22:34.085617+02,44,2021-06-07 13:30:01.965272
35424,1,1,24,2021-06-07 09:37:34.205509+02,44,2021-06-07 13:30:04.862812
35427,1,1,24,2021-06-07 09:52:34.505851+02,43,2021-06-07 13:30:07.833876
35430,1,1,24,2021-06-07 10:07:34.824697+02,43,2021-06-07 13:30:10.535035
35433,1,1,24,2021-06-07 10:22:35.124667+02,43,2021-06-07 13:30:13.268908
35436,1,1,24,2021-06-07 10:37:35.404705+02,44,2021-06-07 13:30:16.554986
35439,1,1,24,2021-06-07 10:52:35.656037+02,45,2021-06-07 13:30:19.374901
35442,1,1,24,2021-06-07 11:07:35.956363+02,45,2021-06-07 13:30:22.074504
35445,1,1,24,2021-06-07 11:22:36.255158+02,45,2021-06-07 13:30:24.799288
35448,1,1,24,2021-06-07 11:37:36.555292+02,45,2021-06-07 13:30:27.55135
35451,1,1,24,2021-06-07 11:52:36.815078+02,45,2021-06-07 13:30:30.287572
35454,1,1,24,2021-06-07 12:07:37.055342+02,45,2021-06-07 13:30:33.379183
35457,1,1,24,2021-06-07 12:22:37.35579+02,44,2021-06-07 13:30:36.076186
35460,1,1,25,2021-06-07 12:37:37.65598+02,45,2021-06-07 13:30:38.804682
35463,1,1,25,2021-06-07 12:52:37.875406+02,44,2021-06-07 13:30:41.505454
35466,1,1,25,2021-06-07 13:07:38.175763+02,43,2021-06-07 13:30:44.201198
35469,1,1,26,2021-06-07 13:22:38.476183+02,42,2021-06-07 13:30:46.950398
35472,1,1,26,2021-06-07 13:37:38.776697+02,41,2021-06-07 13:30:49.666769
35475,1,1,26,2021-06-07 13:52:39.077072+02,40,2021-06-07 13:30:52.447633
35478,1,1,26,2021-06-07 14:07:39.377539+02,39,2021-06-07 13:30:55.165184
35481,1,1,27,2021-06-07 14:22:39.677817+02,38,2021-06-07 13:30:58.157197
35484,1,1,27,2021-06-07 14:37:39.978285+02,38,2021-06-07 13:31:01.411183
35487,1,1,27,2021-06-07 14:52:40.278627+02,38,2021-06-07 13:31:05.209018
35490,1,1,27,2021-06-07 15:07:40.579053+02,37,2021-06-07 13:31:08.40059
35493,1,1,28,2021-06-07 15:37:42.514062+02,34,2021-06-07 13:37:42.59127
